,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
3694,NAHS Warbotz,Houston,PCHColumbus,3,1.09,0.93,-0.03,0.22,0.05,0.00,3.12,0.05,-1.00,-1.00,1.04,4.43,-0.07,-0.54,-0.12,0.33,0.20,-0.07,-0.02,15.59,0.04,-1.00,-1.00,20.42,0.11,-0.00,-0.01,4.96,0.08,-1.00,-1.00,0.00,-0.02,0.09,0.44,-0.13,-0.11,-2.80,-0.60,18.70,0.44,0.09,-1.00,-1.00,0.10,24.25,22.71,-0.06,-61.36,1347,,,,,
812,The Midnight Mechanics,Houston,SanFrancisco,3,4.22,-0.00,1.13,1.13,0.12,0.00,7.18,0.12,-1.00,-1.00,2.39,12.53,0.19,3.58,1.23,0.35,0.41,0.46,0.00,44.22,2.57,-1.00,-1.00,92.66,0.46,0.16,0.33,47.21,0.93,-1.00,-1.00,0.04,0.00,-0.16,0.01,0.04,0.18,0.23,4.61,51.40,1.23,2.69,-1.00,-1.00,2.36,109.81,110.68,0.53,44.28,1502,,,,,
1647,Iron Devils,St. Louis,MARSeneca,4,4.12,-0.06,0.39,0.37,0.23,0.00,13.64,0.23,-1.00,-1.00,4.55,18.13,7.97,-0.01,0.74,0.33,0.33,0.24,-0.02,26.18,1.27,-1.00,-1.00,63.82,0.05,0.39,0.30,36.89,0.72,-1.00,-1.00,0.00,-0.02,-0.11,-0.09,-0.02,0.12,-1.04,2.43,39.82,0.88,1.50,-1.00,-1.00,1.11,84.37,82.67,-0.02,-5.06,1488,,,,,
811,Cardinals,St. Louis,NESouthernNH,4,5.04,0.68,-0.03,0.22,0.27,0.00,16.23,0.27,-1.00,-1.00,5.41,21.50,-0.39,0.17,-0.02,0.33,0.34,0.45,0.02,35.20,2.37,-1.00,-1.00,44.29,0.04,0.05,0.09,9.11,0.17,-1.00,-1.00,0.00,0.02,0.20,0.20,-0.20,-0.18,-3.96,-3.59,51.43,1.15,2.64,-1.00,-1.00,0.20,62.19,64.66,-0.09,-21.58,1361,,,,,
704,Warriors,Houston,Dallas,2,7.27,0.00,0.01,0.01,0.21,0.00,12.81,0.21,-1.00,-1.00,4.27,20.08,-0.13,0.88,0.33,0.33,0.53,0.28,0.00,37.40,1.98,-1.00,-1.00,68.51,0.32,0.23,0.06,30.77,0.60,-1.00,-1.00,0.00,0.00,-0.25,0.04,0.01,0.74,-1.08,18.71,50.21,1.15,2.20,-1.00,-1.00,0.34,107.30,107.30,0.39,41.62,1496,,,,,
3070,Team Pronto,Houston,PNWMountVernon,3,5.36,0.00,-0.07,-0.07,0.29,0.00,17.33,0.29,-1.00,-1.00,5.78,22.62,-0.02,0.51,0.13,0.34,0.37,0.29,-0.01,28.25,1.57,-1.00,-1.00,59.14,0.37,0.20,0.04,30.76,0.60,-1.00,-1.00,0.00,-0.01,-0.10,0.23,0.11,0.07,2.18,2.78,45.58,1.00,1.86,-1.00,-1.00,0.06,84.54,83.73,0.16,16.25,1460,,,,,
751,barn2robotics,Houston,SiliconValley,5,5.28,-0.36,-0.35,-0.46,0.33,0.00,19.87,0.33,-1.00,-1.00,6.62,24.69,-0.05,-1.08,-0.45,0.35,0.35,0.57,0.28,48.48,4.34,-1.00,-1.00,82.12,0.11,0.34,0.23,34.10,0.67,-1.00,-1.00,0.01,0.28,0.34,-0.03,0.15,-0.17,5.38,-4.32,68.34,1.54,4.67,-1.00,-1.00,-0.91,102.49,130.89,0.09,-9.78,1479,,,,,
319,Big Bad Bob,St. Louis,NEGraniteState,1,4.13,-0.02,0.99,0.99,0.00,0.00,0.17,0.00,-1.00,-1.00,0.06,5.28,0.22,12.08,3.84,0.33,0.40,0.21,-0.04,36.28,1.44,-1.00,-1.00,79.35,0.16,0.34,0.29,39.22,0.77,-1.00,-1.00,0.00,-0.04,0.22,-0.01,-0.04,-0.21,0.09,-5.29,36.45,0.91,1.44,-1.00,-1.00,4.82,79.33,75.78,0.19,15.33,1511,,,,,
4835,Junkyard Dawgs,St. Louis,MILakeSuperiorStateUniversity,5,5.64,0.00,0.43,0.43,0.26,0.00,15.31,0.26,-1.00,-1.00,5.10,21.39,-0.34,0.09,0.04,0.33,0.33,0.03,-0.01,16.96,0.44,-1.00,-1.00,30.26,0.02,0.07,0.17,13.26,0.25,-1.00,-1.00,0.00,-0.01,0.06,0.26,0.26,-0.07,6.74,-0.59,32.27,0.68,0.69,-1.00,-1.00,0.47,51.06,49.77,-0.09,-43.22,1295,,,,,
179,Children of the Swamp,Houston,RocketCity,4,5.63,0.13,3.51,3.54,0.12,0.00,7.01,0.12,-1.00,-1.00,2.34,16.18,-1.47,13.83,4.36,0.33,0.40,0.30,0.07,39.73,2.33,-1.00,-1.00,86.02,0.42,0.06,0.36,41.94,0.82,-1.00,-1.00,0.01,0.07,-0.06,-0.08,-0.06,0.13,-1.78,2.95,46.74,1.11,2.44,-1.00,-1.00,7.90,105.15,112.30,0.30,41.58,1616,,,,,
6194,The Aftershocks,St. Louis,CHSHamptonRoads,3,4.64,-0.13,-0.01,-0.04,0.20,0.00,11.74,0.20,-1.00,-1.00,3.91,16.34,0.70,-0.11,0.04,0.33,0.36,0.28,0.00,30.97,1.64,-1.00,-1.00,31.75,0.09,-0.04,-0.03,0.74,0.00,-1.00,-1.00,0.00,0.00,0.10,0.23,0.06,0.25,2.01,7.42,42.71,0.97,1.84,-1.00,-1.00,-0.01,55.51,55.51,0.05,-0.16,1430,,,,,
4283,INSPIRE Robotics,St. Louis,MiamiValley,2,4.50,0.00,-0.71,-0.71,0.06,0.00,3.57,0.06,-1.00,-1.00,1.19,7.36,0.00,-0.02,-0.00,0.33,0.06,-0.09,0.01,10.25,-0.24,-1.00,-1.00,20.08,-0.05,0.17,0.08,9.83,0.18,-1.00,-1.00,0.00,0.01,0.11,-0.02,0.71,-0.14,18.39,-3.61,13.82,0.32,-0.18,-1.00,-1.00,-0.71,23.83,24.77,0.05,-57.63,1319,,,,,
3566,Gone Fishin',St. Louis,NESEMass,2,5.61,0.00,-0.02,-0.02,-0.03,0.00,-1.59,-0.03,-1.00,-1.00,-0.53,4.00,0.44,-4.24,-1.34,0.33,0.27,0.09,-0.00,28.50,0.87,-1.00,-1.00,70.75,0.11,0.45,0.31,43.59,0.86,-1.00,-1.00,0.00,-0.00,0.02,0.35,0.21,0.03,5.37,2.47,26.90,0.69,0.84,-1.00,-1.00,-1.36,77.22,77.04,0.23,29.56,1475,,,,,
5473,Team Spitfire.,St. Louis,MIWestMichigan,4,2.86,-0.01,-0.48,-0.48,0.20,0.00,12.00,0.20,-1.00,-1.00,4.00,14.37,-1.68,-0.99,-0.45,0.33,0.37,0.15,-0.02,25.53,1.04,-1.00,-1.00,38.31,0.07,-0.04,0.23,13.23,0.25,-1.00,-1.00,0.00,-0.02,0.01,0.00,0.51,-0.17,12.78,-4.29,37.53,0.84,1.24,-1.00,-1.00,-0.94,48.39,46.28,0.02,-28.22,1303,,,,,
5182,Chieftainators,St. Louis,MIGullLake,3,5.64,0.00,0.00,0.00,0.10,0.00,5.86,0.10,-1.00,-1.00,1.95,11.51,-0.39,-0.05,-0.01,0.33,0.34,0.01,-0.02,22.67,0.51,-1.00,-1.00,55.52,0.39,0.28,-0.01,32.86,0.64,-1.00,-1.00,0.00,-0.02,0.24,-0.11,0.01,0.27,1.39,6.29,28.53,0.66,0.61,-1.00,-1.00,-0.01,73.33,71.55,-0.03,-16.94,1409,,,,,
841,The BioMechs,Houston,SiliconValley,5,6.04,-0.30,-1.29,-1.38,-0.08,0.00,-4.86,-0.08,-1.00,-1.00,-1.62,-0.20,2.92,0.78,0.57,0.31,0.34,0.15,0.21,44.01,2.64,-1.00,-1.00,77.12,0.09,0.40,0.16,32.54,0.64,-1.00,-1.00,0.01,0.21,-0.15,0.05,-0.28,0.08,-7.85,2.36,39.15,1.02,2.56,-1.00,-1.00,-0.80,79.28,101.00,0.40,-2.46,1399,,,,,
3211,The Y Team,Houston,ISRChampionship,4,4.79,-0.01,2.06,2.06,0.16,0.00,9.60,0.16,-1.00,-1.00,3.20,16.45,0.00,1.40,0.26,0.33,0.33,0.31,0.11,37.32,2.44,-1.00,-1.00,79.47,0.22,0.26,0.36,41.89,0.82,-1.00,-1.00,0.05,0.11,0.12,-0.18,0.02,0.17,1.16,3.23,46.92,1.09,2.60,-1.00,-1.00,2.32,99.15,111.63,0.41,31.15,1590,,,,,
4311,Swampscott Currents,St. Louis,NENorthShore,3,2.82,0.29,0.00,0.10,-0.01,0.00,-0.56,-0.01,-1.00,-1.00,-0.19,2.36,-0.69,-1.03,-0.33,0.33,0.24,-0.01,0.01,23.14,0.48,-1.00,-1.00,36.03,0.31,-0.11,0.06,13.21,0.25,-1.00,-1.00,-0.01,0.01,0.17,0.20,-0.25,-0.14,-5.47,-2.55,22.58,0.57,0.47,-1.00,-1.00,-0.24,35.84,36.08,-0.13,-47.59,1308,,,,,
5937,MI-Robotics,Houston,PNWAuburn,5,5.72,-0.00,-0.19,-0.19,0.12,0.00,7.08,0.12,-1.00,-1.00,2.36,12.61,0.04,-4.23,-1.43,0.33,0.35,0.39,0.03,38.93,2.27,-1.00,-1.00,83.21,0.24,0.35,0.32,45.71,0.90,-1.00,-1.00,-0.02,0.03,0.04,0.17,0.14,-0.05,3.66,-0.36,46.00,1.09,2.39,-1.00,-1.00,-1.62,95.46,97.63,0.15,23.82,1508,,,,,
3882,Lunas,Houston,Hawaii,5,5.77,0.00,2.29,2.29,-0.23,0.00,-14.04,-0.23,-1.00,-1.00,-4.68,-5.98,-0.34,4.00,1.24,0.34,0.40,0.33,-0.01,51.64,2.29,-1.00,-1.00,87.97,0.32,0.46,-0.09,35.09,0.69,-1.00,-1.00,-0.01,-0.01,0.01,-0.15,-0.07,0.04,-1.80,0.27,37.60,1.06,2.06,-1.00,-1.00,3.53,82.26,80.73,0.41,41.57,1511,,,,,
6453,Bog Bots!,St. Louis,LakeSuperior,1,5.94,0.34,-0.16,-0.06,0.20,0.00,11.77,0.20,-1.00,-1.00,3.92,17.65,0.20,3.24,1.01,0.33,0.41,0.12,-0.01,26.23,1.07,-1.00,-1.00,59.19,0.23,0.13,0.29,31.96,0.63,-1.00,-1.00,0.00,-0.01,0.23,-0.14,0.17,0.08,5.29,1.22,38.00,0.85,1.27,-1.00,-1.00,0.95,78.06,77.11,0.27,24.31,1427,,,,,
6731,Belmont Robotics,St. Louis,NENorthShore,3,5.20,-0.12,-0.02,-0.05,0.09,0.00,5.46,0.09,-1.00,-1.00,1.82,10.61,-0.05,6.49,2.11,0.33,0.33,0.34,-0.01,35.89,1.84,-1.00,-1.00,63.69,0.13,0.28,0.11,25.70,0.50,-1.00,-1.00,0.00,-0.01,0.18,0.03,0.11,0.08,3.59,2.13,41.35,0.99,1.93,-1.00,-1.00,2.05,76.43,75.26,0.23,7.55,1391,,,,,
3673,C.Y.B.O.R.G. Seagulls,Houston,PNWWilsonville,2,0.59,0.00,0.14,0.14,0.02,0.00,1.35,0.02,-1.00,-1.00,0.45,2.08,0.03,1.92,0.57,0.33,0.20,-0.10,-0.01,15.98,-0.10,-1.00,-1.00,17.24,0.25,-0.22,-0.02,0.69,0.00,-1.00,-1.00,0.00,-0.01,0.38,0.34,0.96,0.06,25.98,3.31,17.32,0.42,-0.08,-1.00,-1.00,0.70,22.62,21.38,-0.30,-94.28,1217,,,,,
3103,Iron Plaid,Houston,LoneStarNorth,5,3.79,0.00,-0.95,-0.95,0.01,0.00,0.59,0.01,-1.00,-1.00,0.20,3.44,-0.01,-0.65,-0.20,0.33,0.33,0.23,-0.09,31.62,1.00,-1.00,-1.00,72.73,0.16,0.24,0.43,41.31,0.81,-1.00,-1.00,-0.01,-0.09,-0.12,-0.07,0.35,0.03,8.13,0.44,32.21,0.80,1.01,-1.00,-1.00,-1.15,76.60,67.17,0.20,5.37,1479,,,,,
5487,Tiger Robotics,St. Louis,MIKetteringUniversity2,2,5.56,-0.04,0.00,-0.01,-0.19,0.00,-11.11,-0.19,-1.00,-1.00,-3.70,-5.55,0.19,-0.36,-0.14,0.33,0.30,-0.09,0.00,29.45,0.45,-1.00,-1.00,38.34,0.07,0.08,0.03,9.02,0.17,-1.00,-1.00,-0.01,0.00,0.31,0.00,0.45,0.11,12.90,2.78,18.34,0.55,0.27,-1.00,-1.00,-0.15,35.56,35.29,0.11,-14.95,1403,,,,,
4949,Robo Panthers,St. Louis,CHSNorthernMaryland,3,1.29,-0.02,-0.06,-0.06,-0.12,0.00,-7.12,-0.12,-1.00,-1.00,-2.37,-5.88,-0.86,0.01,-0.06,0.33,0.38,-0.14,0.01,27.60,0.33,-1.00,-1.00,36.56,-0.10,0.04,0.23,9.01,0.17,-1.00,-1.00,0.00,0.01,-0.09,-0.10,1.46,0.12,35.93,2.59,20.49,0.57,0.21,-1.00,-1.00,-0.11,33.26,33.89,-0.11,-45.32,1338,,,,,
6016,Tiger Robotics,St. Louis,MARMontgomery,5,4.49,0.69,-0.13,0.03,0.12,0.00,7.05,0.12,-1.00,-1.00,2.35,11.57,-0.01,-0.66,-0.27,0.33,0.35,-0.06,-0.03,18.86,0.14,-1.00,-1.00,27.60,0.11,0.09,-0.02,9.01,0.17,-1.00,-1.00,-0.02,-0.03,0.07,-0.06,0.12,-0.01,3.43,-0.69,25.91,0.59,0.25,-1.00,-1.00,-0.24,38.48,34.70,-0.12,-54.73,1322,,,,,
6639,Mechanical Minds ,Houston,NCGreensboro,2,4.05,0.00,-0.29,-0.29,0.18,0.00,10.88,0.18,-1.00,-1.00,3.63,14.64,1.56,-0.58,-0.06,0.34,0.36,0.05,0.00,22.59,0.75,-1.00,-1.00,37.49,0.08,0.07,0.15,14.96,0.29,-1.00,-1.00,0.00,0.00,0.17,-0.58,-0.01,0.02,0.51,-2.52,33.47,0.75,0.93,-1.00,-1.00,-0.35,49.61,49.61,0.27,9.49,1422,,,,,
5583,SistamatiK,St. Louis,St.Louis,2,4.83,-0.00,0.05,0.05,-0.33,0.00,-19.84,-0.33,-1.00,-1.00,-6.61,-14.95,0.50,2.36,0.81,0.33,0.23,0.05,-0.03,36.60,0.80,-1.00,-1.00,60.80,0.32,0.10,0.05,23.39,0.45,-1.00,-1.00,-0.01,-0.03,-0.16,-0.07,-0.03,-0.05,-1.59,-1.49,16.76,0.58,0.47,-1.00,-1.00,0.86,44.35,41.63,0.07,-16.78,1446,,,,,
6094,Manic Mechanics,St. Louis,MIWestMichigan,4,5.45,-0.01,-0.56,-0.56,0.15,0.00,9.22,0.15,-1.00,-1.00,3.07,14.12,1.91,-0.19,0.20,0.33,0.27,0.28,-0.01,28.66,1.41,-1.00,-1.00,46.18,0.05,0.08,0.22,17.32,0.33,-1.00,-1.00,0.00,-0.01,0.07,0.26,0.29,-0.04,7.52,0.21,37.88,0.87,1.56,-1.00,-1.00,-0.35,60.51,59.07,0.23,-29.01,1338,,,,,
6110,DOC BOTICS,St. Louis,ONWesternUniversity,5,4.62,0.00,0.49,0.49,0.25,0.00,15.29,0.25,-1.00,-1.00,5.10,20.39,-0.05,-0.62,-0.17,0.33,0.34,0.13,0.07,24.57,1.35,-1.00,-1.00,63.28,0.31,0.21,0.26,38.88,0.76,-1.00,-1.00,0.00,0.07,-0.34,-0.15,-0.09,0.03,-3.97,-0.01,39.86,0.87,1.61,-1.00,-1.00,0.32,83.67,90.54,0.27,21.92,1477,,,,,
4171,BayBots,Houston,Sacramento,4,4.83,0.20,0.25,0.34,0.09,0.00,5.36,0.09,-1.00,-1.00,1.79,10.52,-0.20,3.58,1.09,0.33,0.23,-0.13,0.00,13.81,-0.15,-1.00,-1.00,48.87,0.23,0.28,0.17,33.97,0.67,-1.00,-1.00,-0.04,0.00,0.16,0.07,-0.09,0.15,-1.42,4.20,19.17,0.43,-0.06,-1.00,-1.00,1.42,63.59,62.72,-0.02,-15.13,1456,,,,,
3550,Robotronix,St. Louis,NewYorkTechValley,3,4.46,0.00,-1.13,-1.13,-0.01,0.00,-0.78,-0.01,-1.00,-1.00,-0.26,2.54,0.97,4.96,1.71,0.33,0.28,0.13,-0.01,30.27,1.08,-1.00,-1.00,65.95,0.35,0.30,0.04,33.97,0.67,-1.00,-1.00,0.03,-0.01,-0.22,0.05,0.10,-0.15,1.48,-3.47,29.49,0.74,1.06,-1.00,-1.00,0.58,65.02,64.89,0.10,-13.26,1444,,,,,
1258,SeaBot,Houston,PNWAuburnMountainview,1,4.84,0.01,0.09,0.09,0.14,0.00,8.19,0.14,-1.00,-1.00,2.73,13.13,-0.30,1.13,0.29,0.34,0.26,0.04,0.00,20.02,0.53,-1.00,-1.00,50.94,0.21,0.35,0.06,30.63,0.60,-1.00,-1.00,0.00,0.00,-0.20,0.59,-0.01,-0.13,-1.31,-0.36,28.22,0.64,0.67,-1.00,-1.00,0.38,63.71,63.71,0.10,-7.21,1470,,,,,
4711,The Flying Aces,Houston,Ventura,3,4.17,0.01,0.27,0.27,0.20,0.00,11.92,0.20,-1.00,-1.00,3.97,16.37,-0.06,-0.97,-0.30,0.33,0.30,0.17,-0.02,23.34,0.97,-1.00,-1.00,65.97,0.46,0.25,0.15,42.93,0.85,-1.00,-1.00,0.00,-0.02,0.01,-0.17,-0.28,0.05,-6.97,0.39,35.26,0.78,1.17,-1.00,-1.00,-0.03,82.73,81.09,0.30,39.18,1491,,,,,
5070,Gearnotics,Houston,LoneStarCentral,3,-0.27,0.00,-2.03,-2.03,-0.19,0.00,-11.56,-0.19,-1.00,-1.00,-3.85,-13.86,2.57,-9.16,-2.77,0.33,0.20,-0.13,0.02,24.33,0.16,-1.00,-1.00,22.18,-0.05,-0.05,0.11,0.62,0.00,-1.00,-1.00,-0.10,0.02,0.12,0.04,0.20,-0.31,5.61,-7.49,12.77,0.42,-0.04,-1.00,-1.00,-4.81,0.82,0.53,-0.16,-102.65,1244,,,,,
1018,Pike RoboDevils,St. Louis,INPerryMeridian,4,3.71,0.00,-0.53,-0.53,0.00,0.00,0.23,0.00,-1.00,-1.00,0.08,3.41,-0.02,-1.03,-0.30,0.33,0.33,0.38,0.18,49.05,3.28,-1.00,-1.00,87.61,0.31,0.11,0.35,38.85,0.76,-1.00,-1.00,0.00,0.18,-0.00,-0.19,0.13,-0.05,3.19,-2.10,49.28,1.23,3.28,-1.00,-1.00,-0.82,88.92,107.07,0.24,3.35,1537,,,,,
5674,The GEARHOUNDS,St. Louis,MILansing,4,4.33,0.00,0.23,0.23,0.02,0.00,1.05,0.02,-1.00,-1.00,0.35,5.61,-0.57,2.33,0.77,0.33,0.33,0.42,0.02,43.39,2.44,-1.00,-1.00,87.63,0.50,0.12,0.25,43.47,0.86,-1.00,-1.00,0.00,0.02,0.50,0.04,-0.05,0.36,1.23,9.29,44.44,1.10,2.45,-1.00,-1.00,0.99,102.53,104.60,0.31,29.97,1477,,,,,
4343,MaxTech ,St. Louis,ONGeorgianCollege,4,2.44,0.00,0.06,0.06,-0.14,0.00,-8.17,-0.14,-1.00,-1.00,-2.72,-5.68,-0.35,-0.69,-0.26,0.33,0.29,0.08,-0.02,32.82,0.92,-1.00,-1.00,73.80,0.02,0.57,0.24,41.24,0.81,-1.00,-1.00,0.00,-0.02,0.12,0.06,0.43,-0.05,11.27,-0.94,24.65,0.68,0.78,-1.00,-1.00,-0.20,67.18,65.30,0.03,-22.70,1418,,,,,
1761,STEAMpunk Tigers,St. Louis,NENorthShore,3,4.99,-0.01,-0.08,-0.09,0.42,0.00,25.01,0.42,-1.00,-1.00,8.34,29.92,-0.49,-0.97,-0.35,0.33,0.19,0.03,-0.01,4.95,0.09,-1.00,-1.00,16.33,0.12,0.00,0.12,11.72,0.22,-1.00,-1.00,-0.01,-0.01,-0.02,-0.08,-0.05,0.44,-1.34,10.47,29.96,0.54,0.51,-1.00,-1.00,-0.44,56.71,55.19,0.15,-14.14,1372,,,,,
2040,DERT - Dunlap Eagles Robotics Team,St. Louis,CentralIllinois,3,1.87,0.33,-0.25,-0.16,-0.16,0.00,-9.76,-0.16,-1.00,-1.00,-3.25,-8.04,0.08,1.09,0.24,0.33,0.15,0.07,0.00,28.66,0.74,-1.00,-1.00,49.50,0.12,0.25,0.04,20.61,0.40,-1.00,-1.00,0.00,0.00,0.20,0.44,0.14,-0.12,4.45,-0.83,18.90,0.55,0.58,-1.00,-1.00,0.08,40.63,40.72,0.04,-27.90,1444,,,,,
5689,CK Cyber Pack,St. Louis,ONUniversityOfWaterloo,4,5.07,-0.01,-1.44,-1.44,0.26,0.00,15.36,0.26,-1.00,-1.00,5.12,18.98,0.29,-5.20,-1.66,0.35,0.23,0.21,0.07,23.72,1.45,-1.00,-1.00,47.64,0.04,0.30,0.17,25.58,0.50,-1.00,-1.00,-0.03,0.07,-0.12,0.09,-0.18,-0.02,-5.19,-0.11,39.07,0.85,1.70,-1.00,-1.00,-3.11,66.51,72.82,0.10,19.75,1386,,,,,
5682,Equus Engineering,Houston,Dallas,2,2.01,0.00,0.00,0.00,-0.01,0.00,-0.56,-0.01,-1.00,-1.00,-0.19,1.45,-0.07,-0.15,-0.06,0.33,0.34,0.15,0.00,33.37,1.30,-1.00,-1.00,40.13,0.15,0.12,-0.13,6.83,0.13,-1.00,-1.00,0.00,0.00,-0.18,0.04,0.35,0.20,7.82,5.19,32.81,0.82,1.29,-1.00,-1.00,-0.06,46.78,46.78,0.00,-24.33,1436,,,,,
1502,Technical Difficulties,St. Louis,MIAnnArborPioneer,2,5.00,0.00,0.00,0.00,0.67,0.00,40.03,0.67,-1.00,-1.00,13.34,45.03,-0.14,0.31,0.07,0.33,0.35,0.14,0.00,6.04,0.60,-1.00,-1.00,28.12,0.27,0.18,-0.01,22.01,0.43,-1.00,-1.00,0.00,0.00,0.09,0.42,0.17,-0.08,4.69,0.06,46.07,0.82,1.26,-1.00,-1.00,0.07,73.20,73.20,0.23,0.70,1457,,,,,
2906,Sentinel Prime Robotics,Houston,PNWAuburn,5,3.66,-0.00,-0.24,-0.24,0.25,0.00,15.02,0.25,-1.00,-1.00,5.01,18.43,0.01,1.82,0.58,0.33,0.35,0.03,-0.07,15.49,0.13,-1.00,-1.00,53.31,0.11,0.28,0.35,37.24,0.73,-1.00,-1.00,-0.00,-0.07,0.13,0.03,-0.11,-0.15,-2.14,-3.48,30.50,0.64,0.38,-1.00,-1.00,0.34,68.26,60.88,0.09,-2.14,1469,,,,,
2673,Tenacious Technicians,St. Louis,MICenterLine,2,3.81,0.00,0.00,0.00,-0.08,0.00,-4.88,-0.08,-1.00,-1.00,-1.63,-1.07,0.12,0.04,-0.06,0.35,0.26,-0.15,0.00,21.84,0.04,-1.00,-1.00,22.35,0.00,-0.06,0.07,0.57,0.00,-1.00,-1.00,0.00,0.00,0.40,0.11,-0.18,-0.11,-2.59,-2.33,16.96,0.46,-0.04,-1.00,-1.00,-0.06,18.95,18.95,-0.02,-29.39,1365,,,,,
1306,BadgerBOTS,St. Louis,Wisconsin,4,3.52,0.56,-0.46,-0.29,0.19,0.00,11.14,0.19,-1.00,-1.00,3.71,14.37,-0.47,-0.42,-0.29,0.33,0.35,0.12,0.07,27.35,1.39,-1.00,-1.00,67.62,0.28,0.15,0.38,40.57,0.80,-1.00,-1.00,0.00,0.07,-0.13,-0.05,-0.11,-0.19,-3.31,-4.86,38.49,0.87,1.58,-1.00,-1.00,-0.59,77.13,83.98,0.26,1.18,1457,,,,,
3158,TECBOT,Houston,Toluca,1,3.89,-0.27,0.24,0.19,0.32,0.00,19.11,0.32,-1.00,-1.00,6.37,23.19,0.39,1.21,0.46,0.34,0.46,0.02,0.00,20.22,0.65,-1.00,-1.00,27.49,0.10,0.15,-0.11,6.81,0.13,-1.00,-1.00,0.00,0.00,-0.03,0.09,0.25,0.36,6.16,9.50,39.33,0.82,0.96,-1.00,-1.00,0.64,60.18,60.18,0.27,28.86,1480,,,,,
5860,Full Metal Muskrats,St. Louis,MIWaterford,3,3.86,0.00,0.22,0.22,-0.03,-0.01,-2.16,-0.04,-1.00,-1.00,-0.72,1.91,-0.12,0.08,-0.00,0.33,0.27,0.09,-0.03,28.07,0.85,-1.00,-1.00,58.04,0.17,0.27,0.15,29.97,0.59,-1.00,-1.00,0.00,-0.03,0.22,0.17,0.04,-0.09,2.01,-1.33,25.90,0.67,0.81,-1.00,-1.00,0.22,58.63,55.96,0.14,-8.02,1468,,,,,
2923,Aggies,Houston,PNWWestValley,1,2.17,-0.00,-0.07,-0.07,0.05,0.00,3.29,0.05,-1.00,-1.00,1.10,5.39,-0.12,0.26,0.03,0.37,0.19,0.03,-0.01,20.84,0.41,-1.00,-1.00,30.80,-0.08,0.08,0.20,9.93,0.19,-1.00,-1.00,0.00,-0.01,-0.18,-0.03,0.39,0.21,8.83,5.05,24.13,0.58,0.47,-1.00,-1.00,-0.05,41.29,40.43,0.15,-29.32,1422,,,,,
4143,MARS/ WARS,St. Louis,St.Louis,2,5.59,-0.01,-1.02,-1.02,0.13,0.00,7.69,0.13,-1.00,-1.00,2.56,12.26,4.98,0.00,0.51,0.32,0.40,0.62,-0.01,48.39,3.11,-1.00,-1.00,86.13,0.24,0.32,0.18,37.23,0.73,-1.00,-1.00,-0.04,-0.01,-0.02,0.04,0.30,-0.09,7.50,-2.13,56.08,1.34,3.24,-1.00,-1.00,-0.51,96.26,94.98,0.34,41.58,1606,,,,,
4524,The Memphis MechWarriors,Houston,ArkansasRockCity,2,5.58,-0.02,0.01,0.01,-0.25,0.00,-15.06,-0.25,-1.00,-1.00,-5.02,-9.47,0.51,-2.73,-0.97,0.36,0.13,0.14,0.00,35.44,1.19,-1.00,-1.00,40.02,-0.20,0.05,0.27,5.55,0.10,-1.00,-1.00,0.00,0.00,0.05,-0.08,0.53,-0.05,13.53,-1.67,20.38,0.63,0.93,-1.00,-1.00,-0.96,28.87,28.87,0.02,-48.47,1320,,,,,
2054,Tech Vikes,St. Louis,INSt.Joseph,2,4.39,0.00,-0.11,-0.11,0.40,0.00,23.84,0.40,-1.00,-1.00,7.95,28.13,1.59,-0.68,-0.11,0.33,0.34,0.48,0.00,30.13,2.20,-1.00,-1.00,62.14,0.26,0.19,0.20,32.12,0.63,-1.00,-1.00,0.00,0.00,-0.07,0.22,-0.09,0.27,-2.63,7.82,53.98,1.15,2.60,-1.00,-1.00,-0.22,98.10,98.10,0.34,42.44,1603,,,,,
